mdm_id,lud
6041933,2020-03-25T09:59:10.821Z
6046149,2020-04-03T15:17:16.854Z
6049779,2020-03-07T19:51:37.822Z
6052205,2020-03-25T08:43:42.606Z
6062363,2020-03-07T19:01:05.007Z
6079275,2020-03-25T03:32:11.483Z
6086215,2020-03-25T12:53:39.456Z
6093379,2020-03-25T06:59:17.583Z
6094621,2020-03-25T05:38:06.492Z
6102450,2020-03-25T06:42:46.917Z
6104132,2020-03-25T13:01:08.830Z
6117429,2020-03-25T05:16:11.502Z
6120632,2020-03-25T09:01:25.867Z
6120726,2020-03-25T13:53:04.106Z
6129376,2020-03-25T05:00:41.208Z
6132697,2020-03-25T04:47:34.125Z
6157892,2020-04-03T15:09:20.891Z
6158610,2020-03-25T13:48:44.680Z
6158946,2020-03-25T09:41:50.489Z
6162477,2020-03-24T21:53:03.808Z
6174590,2020-03-25T10:50:25.618Z
6176872,2020-03-25T03:01:51.150Z
6183037,2020-03-25T01:51:18.555Z
6189746,2020-03-24T21:35:10.697Z
6189834,2020-03-25T08:11:03.927Z
6195031,2020-03-24T22:17:13.735Z
6195839,2020-03-25T07:08:45.409Z
6204910,2020-03-25T03:49:44.695Z
6208619,2020-03-25T10:50:24.703Z
6218310,2020-03-25T03:37:58.704Z
6220485,2020-04-03T15:14:47.620Z
6224318,2020-03-25T03:40:47.957Z
6232728,2020-03-25T03:07:55.175Z
6234202,2020-03-24T21:45:30.474Z
6235056,2020-03-25T01:59:11.878Z
6238901,2020-03-25T05:54:02.878Z
6247122,2020-03-25T04:47:59.238Z
6247228,2020-03-25T11:48:18.353Z
6253698,2020-03-25T01:32:23.421Z
6253836,2020-03-25T09:12:57.714Z
6256231,2020-03-25T00:20:14.293Z
6257294,2020-03-25T02:16:26.217Z
6265745,2020-03-25T13:39:26.050Z
6283705,2020-03-25T11:19:44.532Z
6289048,2020-03-25T08:00:17.236Z
6299952,2020-03-24T22:58:36.177Z
6303788,2020-03-25T07:50:48.144Z
6307212,2020-03-24T23:45:28.210Z
6316982,2020-04-03T15:02:49.159Z
6317722,2020-03-25T05:53:51.899Z
6330901,2020-03-25T04:45:06.380Z
6331602,2020-03-25T13:18:31.225Z
6336095,2020-03-25T12:38:41.625Z
6343018,2020-03-24T22:47:33.472Z
6347765,2020-03-25T03:32:11.483Z
6347852,2020-03-24T23:36:33.843Z
6357394,2020-03-25T02:20:43.457Z
6371279,2020-03-24T23:20:06.416Z
6371798,2020-03-25T04:12:11.192Z
6386616,2020-03-24T22:18:33.270Z
